"filename", "language", "XML", "C#", "ASP.NET Razor", "JavaScript", "JSON", "PostCSS", "Markdown", "Properties", "JSON with Comments", "comment", "blank", "total"
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logResultadoItem.cs", "C#", 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 5, 36
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logRol.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 4, 29
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logSeguimientoPuerperio.cs", "C#", 0, 96, 0, 0, 0, 0, 0, 0, 0, 2, 12, 110
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logTipoAyudaDiagnostica.cs", "C#", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logTipoEncuentro.cs", "C#", 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 3, 44
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logUsuario.cs", "C#", 0, 167, 0, 0, 0, 0, 0, 0, 0, 32, 51, 250
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logUsuarioRol.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 0, 0, 2, 5, 31
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\logViaParto.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\CapaLogica.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 232
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\CapaLogica.csproj.nuget.g.props", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\CapaLogica.csproj.nuget.g.targets", "XML", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Debug\net8.0\CapaLogica.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Debug\net8.0\CapaLogica.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Debug\net8.0\CapaLogica.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Debug\net8.0\CapaLogica.sourcelink.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Release\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Release\net8.0\CapaLogica.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Release\net8.0\CapaLogica.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\Release\net8.0\CapaLogica.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\CapaLogica\obj\project.assets.json", "JSON", 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 295
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\AntecedenteObstetricoController.cs", "C#", 0, 164, 0, 0, 0, 0, 0, 0, 0, 7, 29, 200
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\AyudasDiagnosticasController.cs", "C#", 0, 166, 0, 0, 0, 0, 0, 0, 0, 14, 18, 198
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\CitaController.cs", "C#", 0, 426, 0, 0, 0, 0, 0, 0, 0, 15, 59, 500
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\ControlPrenatalController.cs", "C#", 0, 314, 0, 0, 0, 0, 0, 0, 0, 10, 41, 365
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\Embarazo.cs", "C#", 0, 164, 0, 0, 0, 0, 0, 0, 0, 14, 18, 196
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\Encuentro.cs", "C#", 0, 150, 0, 0, 0, 0, 0, 0, 0, 12, 16, 178
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\FactorRiesgoCatController.cs", "C#", 0, 89, 0, 0, 0, 0, 0, 0, 0, 6, 14, 109
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\HomeController.cs", "C#", 0, 125, 0, 0, 0, 0, 0, 0, 0, 8, 19, 152
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\LoginController.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 51, 1, 55
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\OrdenAyudaDiagnosticaController.cs", "C#", 0, 111, 0, 0, 0, 0, 0, 0, 0, 9, 18, 138
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\PacienteController.cs", "C#", 0, 139, 0, 0, 0, 0, 0, 0, 0, 11, 20, 170
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\PacienteFactorRiesgoController.cs", "C#", 0, 113, 0, 0, 0, 0, 0, 0, 0, 7, 20, 140
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\PartoController.cs", "C#", 0, 257, 0, 0, 0, 0, 0, 0, 0, 15, 28, 300
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\PortalController.cs", "C#", 0, 276, 0, 0, 0, 0, 0, 0, 0, 17, 36, 329
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\ProfesionalSaludController.cs", "C#", 0, 175, 0, 0, 0, 0, 0, 0, 0, 14, 11, 200
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\ResultadoDiagnosticoController.cs", "C#", 0, 261, 0, 0, 0, 0, 0, 0, 0, 23, 30, 314
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\SeguimientoPuerperioController.cs", "C#", 0, 232, 0, 0, 0, 0, 0, 0, 0, 13, 24, 269
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\StaffLoginController.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 22, 2, 31
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\UserValidationController.cs", "C#", 0, 68, 0, 0, 0, 0, 0, 0, 0, 6, 16, 90
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\UsuarioController.cs", "C#", 0, 183, 0, 0, 0, 0, 0, 0, 0, 13, 30, 226
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Controllers\bebeController1.cs", "C#", 0, 74, 0, 0, 0, 0, 0, 0, 0, 3, 12, 89
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Models\ErrorViewModel.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Models\HomeDashboardViewModel.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Models\RegisterViewModel.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Program.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 63, 28, 122
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Properties\launchSettings.json", "JSON", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 1, 39
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware.csproj", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Services\PdfService.cs", "C#", 0, 273, 0, 0, 0, 0, 0, 0, 0, 28, 47, 348
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Actualizar.cshtml", "ASP.NET Razor", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 19, 208
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Anular.cshtml", "ASP.NET Razor", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 6, 87
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Detalles.cshtml", "ASP.NET Razor", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 13, 66
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Listar.cshtml", "ASP.NET Razor", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 6, 116
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Modificar.cshtml", "ASP.NET Razor", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 11, 115
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AntecedenteObstetrico\Registrar.cshtml", "ASP.NET Razor", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 19, 208
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AyudaDiagnostica\Anular.cshtml", "ASP.NET Razor", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 5, 67
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AyudaDiagnostica\Detalles.cshtml", "ASP.NET Razor", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 13, 63
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AyudaDiagnostica\Insertar.cshtml", "ASP.NET Razor", 0, 0, 483, 0, 0, 0, 0, 0, 0, 0, 44, 527
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\AyudaDiagnostica\Listar.cshtml", "ASP.NET Razor", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 5, 94
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Cita\Anular.cshtml", "ASP.NET Razor", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 17, 93
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Cita\DetallesCita.cshtml", "ASP.NET Razor", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 14, 74
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Cita\Insertar.cshtml", "ASP.NET Razor", 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 45, 433
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Cita\Listar.cshtml", "ASP.NET Razor", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 6, 114
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Cita\RegistrarCitaPublica.cshtml", "ASP.NET Razor", 0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 45, 414
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ControlPrenatal\Detalles.cshtml", "ASP.NET Razor", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 48, 180
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ControlPrenatal\Editar.cshtml", "ASP.NET Razor", 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 20, 445
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ControlPrenatal\Inhabilitar.cshtml", "ASP.NET Razor", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 14, 78
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ControlPrenatal\Listar.cshtml", "ASP.NET Razor", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 6, 107
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ControlPrenatal\Registrar.cshtml", "ASP.NET Razor", 0, 0, 599, 0, 0, 0, 0, 0, 0, 0, 44, 643
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Embarazo\CerrarEmbarazo.cshtml", "ASP.NET Razor", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 15, 79
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Embarazo\DetallesEmbarazo.cshtml", "ASP.NET Razor", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 14, 100
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Embarazo\Index.cshtml", "ASP.NET Razor", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 9, 93
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Embarazo\RegistrarEmbarazo.cshtml", "ASP.NET Razor", 0, 0, 267, 0, 0, 0, 0, 0, 0, 1, 30, 298
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Encuentro\Anular.cshtml", "ASP.NET Razor", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 15, 81
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Encuentro\Detalles.cshtml", "ASP.NET Razor", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 6, 64
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Encuentro\Insertar.cshtml", "ASP.NET Razor", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 44, 338
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Encuentro\Listar.cshtml", "ASP.NET Razor", 0, 0, 76, 0, 0, 0, 0, 0, 0, 9, 4, 89
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\FactorRiesgoCat\Actualizar.cshtml", "ASP.NET Razor", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\FactorRiesgoCat\Eliminar.cshtml", "ASP.NET Razor", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\FactorRiesgoCat\Insertar.cshtml", "ASP.NET Razor", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\FactorRiesgoCat\Listar.cshtml", "ASP.NET Razor", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 5, 70
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Home\Index.cshtml", "ASP.NET Razor", 0, 0, 994, 0, 0, 0, 0, 0, 0, 0, 129, 1123
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Home\Privacy.cshtml", "ASP.NET Razor", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\PacienteFactorRiesgo\Agregar.cshtml", "ASP.NET Razor", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 10, 85
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\PacienteFactorRiesgo\Editar.cshtml", "ASP.NET Razor", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 10, 85
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\PacienteFactorRiesgo\Eliminar.cshtml", "ASP.NET Razor", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 6, 69
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\PacienteFactorRiesgo\Listar.cshtml", "ASP.NET Razor", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 5, 79
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Paciente\Actualizar.cshtml", "ASP.NET Razor", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 9, 101
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Paciente\Inhabilitar.cshtml", "ASP.NET Razor", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 7, 96
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Paciente\Insertar.cshtml", "ASP.NET Razor", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 9, 108
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Paciente\Listar.cshtml", "ASP.NET Razor", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 11, 140
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Paciente\Modificar.cshtml", "ASP.NET Razor", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 10, 134
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Parto\Anular.cshtml", "ASP.NET Razor", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 5, 65
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Parto\Detalles.cshtml", "ASP.NET Razor", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 9, 171
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Parto\Editar.cshtml", "ASP.NET Razor", 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 23, 401
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Parto\Index.cshtml", "ASP.NET Razor", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 4, 92
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Parto\RegistrarParto.cshtml", "ASP.NET Razor", 0, 0, 562, 0, 0, 0, 0, 0, 0, 0, 44, 606
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Citas.cshtml", "ASP.NET Razor", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 26, 210
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Contacto.cshtml", "ASP.NET Razor", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 5, 73
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Index.cshtml", "ASP.NET Razor", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 5, 162
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Login.cshtml", "ASP.NET Razor", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 19, 180
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Register.cshtml", "ASP.NET Razor", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 19, 141
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\RegistrarPaciente.cshtml", "ASP.NET Razor", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 9, 99
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\Portal\Servicios.cshtml", "ASP.NET Razor", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 10, 131
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ProfesionalSalud\DetallesProfesional.cshtml", "ASP.NET Razor", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 14, 84
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ProfesionalSalud\EditarProfesional.cshtml", "ASP.NET Razor", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 15, 90
"d:\Calidad\ProyectoCalidadSoftware\ProyectoCalidadSoftware\ProyectoCalidadSoftware\Views\ProfesionalSalud\Index.cshtml", "ASP.NET Razor", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 9, 102
